relation_id,locale,note
density-c-bd86203e64049a,zh-CN,申不害与龚自珍的两条已取证观点都涉及“政治与治理”：前者强调“君主之“术”在于依职授官、循名责实，并凭考核官员实际能力掌握任免赏罚。”，后者强调“制度、形势、惯例与风气都会随历史改变；改革能否发生，取决于是否有人依据见闻形成是非判断并将其公开表达或付诸实行。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-c5de687340ac83,en,"The evidenced claims by Li Gong and Feng Qi both address Knowledge & method, Ethics & self-cultivation: the former emphasizes “Sagely learning consists in enactment itself and does not…”, the latter “Theory genuinely joins practice only when transformed int…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-c5de687340ac83,zh-CN,李塨与冯契的两条已取证观点都涉及“知识与方法、伦理与修养”：前者强调“圣贤之学以践履为学习本身，不以讲说和记诵替代行动；知只有在行中才得到完成。”，后者强调“理论只有被转化为解决问题的方法，并进一步内化为人的德性和思想觉悟，才真正实现理论联系实际；继承理论意味着通过它并超…”。此线只表示跨时期主题相似，不主张历史影响。
density-c-c8b8b9d77eebdd,en,"The evidenced claims by Guan Zhong and Jiang Qing both address Politics & governance, Society & world order, Ethics & self-cultivation: the former emphasizes “Secure material provision is a social condition for ritua…”, the latter “Political legitimacy cannot derive from popular will alon…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-c8b8b9d77eebdd,zh-CN,管仲与蒋庆的两条已取证观点都涉及“政治与治理、社会与天下、伦理与修养”：前者强调“稳定的物质供给是礼节与荣辱意识得以形成的社会条件：仓储充实，民众才知礼节；衣食充足，民众才知荣辱。”，后者强调“政治权力的正当性不能只来自民意，还必须同时得到超越性道德原则、历史文化连续性和人民认可三方面支持。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-c933bc92fd9d5f,en,"The evidenced claims by Sima Tan and Qian Mu both address History & culture, Politics & governance: the former emphasizes “The Yin-yang, Ru, Mohist, Names, Legal, and Daoist school…”, the latter “Chinese political history should respect cultural subject…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-c933bc92fd9d5f,zh-CN,司马谈与钱穆的两条已取证观点都涉及“历史与文化、政治与治理”：前者强调“阴阳、儒、墨、名、法、道德六家都以治理为务，主要差别在于所循路径及其是否简要有效。”，后者强调“研究中国政治史应尊重中国文化的主体性，并从政府与被治理者双方考察制度责任；这不排斥现代或西方方法，所反对的是以外来…”。此线只表示跨时期主题相似，不主张历史影响。
density-c-c971b6f3cc4b9a,en,"The evidenced claims by Wang Gen and Huang Zongxi both address Politics & governance, Ethics & self-cultivation: the former emphasizes “One must first secure the person's proper standing before…”, the latter “The realm and its common welfare should be the subject of…”. This marks same-period conceptual similarity only, not historical influence."
density-c-c971b6f3cc4b9a,zh-CN,王艮与黄宗羲的两条已取证观点都涉及“政治与治理、伦理与修养”：前者强调“个人必须先使自身得到正当安顿，才能承担家庭、国家和天下的责任；尊身不是自利，而是公共实践的根基。”，后者强调“天下及其公共利益应当是政治的主体，君主只是为天下履职的客体，统治的正当性取决于是否为天下谋利。”。此线只表示同一时期主题相似，不主张历史影响。
density-c-cfbcc727fe3b49,en,"The evidenced claims by Sima Qian and Bodhidharma both address Ethics & self-cultivation: the former emphasizes “Deaths are not equal in value: a death may weigh more tha…”, the latter “Entry into the Way can be summarized as entry through pri…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-cfbcc727fe3b49,zh-CN,司马迁与菩提达摩的两条已取证观点都涉及“伦理与修养”：前者强调“死亡本身并无同等价值；人的死可以重于泰山或轻于鸿毛，其差别取决于为之而死的目的。”，后者强调“入道可概括为“理入”与“行入”：前者借教悟得凡圣同一真性，后者把觉悟落实为报怨、随缘、无所求、称法四种实践。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-def3d3b2cff123,en,"The evidenced claims by Pei Wei and Li Chenyang both address Politics & governance, Heaven, cosmos & metaphysics: the former emphasizes “Absolute nonbeing has no generative capacity, so the firs…”, the latter “Harmony is not sameness produced by eliminating differenc…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-def3d3b2cff123,zh-CN,裴頠与李晨阳的两条已取证观点都涉及“政治与治理、天道与形上”：前者强调“绝对的“无”没有生成能力，最初出现的存在者只能自生；具体制度与事物因此不能被贬为空无的附属，而是秩序与功用的现实基…”，后者强调“和谐不是消除差异后的同一，而是不同要素通过相互调整、配合与转化生成新整体的动态过程。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-df71643c84f44c,en,"The evidenced claims by Wang Chong and Huineng both address Mind & human nature, Religion & transcendence: the former emphasizes “Death disperses vital essence and ends awareness; because…”, the latter “The self-nature of awakening is originally pure; Buddhaho…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-df71643c84f44c,zh-CN,王充与惠能的两条已取证观点都涉及“心性与人性、宗教与超越”：前者强调“死亡使精气耗散、知觉终止；死者既无知觉，就不能成为有意志并能伤人的鬼。”，后者强调“菩提自性本来清净，成佛不在向外取得一个新实体，而在当下识取并直接显发本心。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-e48258e5a2a7e9,en,"The evidenced claims by Fazang and Feng Youlan both address Heaven, cosmos & metaphysics, Knowledge & method: the former emphasizes “Within the dependently arisen dharma realm, one thing and…”, the latter “Philosophy grasps universal principle through logical ana…”. This marks cross-period conceptual similarity only, not historical influence."
density-c-e48258e5a2a7e9,zh-CN,法藏与冯友兰的两条已取证观点都涉及“天道与形上、知识与方法”：前者强调“在缘起法界中，一个事物与一切事物相即相入而不丧失各自差别；“一即一切”不是把所有事物混成同一实体。”，后者强调“哲学以逻辑分析把握普遍之理；具体事物则是普遍原则在有形世界中的不完全实现。”。此线只表示跨时期主题相似，不主张历史影响。
density-c-e81cdb7e6d06b8,en,"The evidenced claims by Xu Heng and Zhan Ruoshui both address Ethics & self-cultivation, Knowledge & method: the former emphasizes “Learning uses reverence to sustain focused moral agency a…”, the latter “Investigating things is neither exclusively inward nor ou…”. This marks same-period conceptual similarity only, not historical influence."
