review_id,entity_type,entity_id,review_dimension,decision,reviewer,reviewed_at,note,previous_revision,new_revision
batch-density-negative-13-yang-zhu-for-self-no-hair-for-world-mozi-inclusive-care,relation,density-negative-13-yang-zhu-for-self-no-hair-for-world-mozi-inclusive-care,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-14-yang-zhu-for-self-no-hair-for-world-zhang-zai-cosmic-kinship,relation,density-negative-14-yang-zhu-for-self-no-hair-for-world-zhang-zai-cosmic-kinship,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-15-yang-zhu-for-self-no-hair-for-world-huang-yong-self-other-one-body,relation,density-negative-15-yang-zhu-for-self-no-hair-for-world-huang-yong-self-other-one-body,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-16-mozi-condemn-offensive-war-sunzi-victory-before-battle,relation,density-negative-16-mozi-condemn-offensive-war-sunzi-victory-before-battle,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-17-mozi-condemn-offensive-war-sun-bin-war-neither-delight-nor-profit,relation,density-negative-17-mozi-condemn-offensive-war-sun-bin-war-neither-delight-nor-profit,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-18-laozi-wuwei-transformation-han-fei-two-handles,relation,density-negative-18-laozi-wuwei-transformation-han-fei-two-handles,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-19-laozi-wuwei-transformation-shen-buhai-technique-name-performance,relation,density-negative-19-laozi-wuwei-transformation-shen-buhai-technique-name-performance,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-20-mencius-nature-good-gaozi-life-is-nature,relation,density-negative-20-mencius-nature-good-gaozi-life-is-nature,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-21-mencius-nature-good-yang-xiong-nature-mixed-cultivation,relation,density-negative-21-mencius-nature-good-yang-xiong-nature-mixed-cultivation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-22-mencius-nature-good-dai-zhen-blood-qi-and-mind-one-root,relation,density-negative-22-mencius-nature-good-dai-zhen-blood-qi-and-mind-one-root,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-23-xunzi-nature-transformation-li-ao-nature-obscured-by-emotions,relation,density-negative-23-xunzi-nature-transformation-li-ao-nature-obscured-by-emotions,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-24-xunzi-nature-transformation-cheng-yi-nature-is-principle,relation,density-negative-24-xunzi-nature-transformation-cheng-yi-nature-is-principle,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-25-xunzi-nature-transformation-hu-hong-nature-beyond-good-evil,relation,density-negative-25-xunzi-nature-transformation-hu-hong-nature-beyond-good-evil,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-26-xunzi-nature-transformation-wang-ji-four-nothings,relation,density-negative-26-xunzi-nature-transformation-wang-ji-four-nothings,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-27-gaozi-life-is-nature-cheng-yi-nature-is-principle,relation,density-negative-27-gaozi-life-is-nature-cheng-yi-nature-is-principle,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-28-gaozi-life-is-nature-li-ao-nature-obscured-by-emotions,relation,density-negative-28-gaozi-life-is-nature-li-ao-nature-obscured-by-emotions,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-29-yang-xiong-nature-mixed-cultivation-cheng-yi-nature-is-principle,relation,density-negative-29-yang-xiong-nature-mixed-cultivation-cheng-yi-nature-is-principle,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-30-li-ao-nature-obscured-by-emotions-dai-zhen-li-fulfillment-feeling,relation,density-negative-30-li-ao-nature-obscured-by-emotions-dai-zhen-li-fulfillment-feeling,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-31-xiang-xiu-desire-natural-but-ritually-regulated-li-ao-nature-obscured-by-emotions,relation,density-negative-31-xiang-xiu-desire-natural-but-ritually-regulated-li-ao-nature-obscured-by-emotions,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-32-he-yan-nonbeing-ground-of-being-pei-wei-being-self-generates,relation,density-negative-32-he-yan-nonbeing-ground-of-being-pei-wei-being-self-generates,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-33-zhang-zai-great-void-qi-he-yan-nonbeing-ground-of-being,relation,density-negative-33-zhang-zai-great-void-qi-he-yan-nonbeing-ground-of-being,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-34-zhang-zai-great-void-qi-wang-bi-being-rooted-in-nonbeing,relation,density-negative-34-zhang-zai-great-void-qi-wang-bi-being-rooted-in-nonbeing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-35-wang-fuzhi-dao-in-concrete-things-he-yan-nonbeing-ground-of-being,relation,density-negative-35-wang-fuzhi-dao-in-concrete-things-he-yan-nonbeing-ground-of-being,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-36-wang-fuzhi-dao-in-concrete-things-wang-bi-being-rooted-in-nonbeing,relation,density-negative-36-wang-fuzhi-dao-in-concrete-things-wang-bi-being-rooted-in-nonbeing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-37-zhang-xuecheng-way-never-separate-instruments-wang-bi-being-rooted-in-nonbeing,relation,density-negative-37-zhang-xuecheng-way-never-separate-instruments-wang-bi-being-rooted-in-nonbeing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-38-chen-liang-dao-within-things-affairs-he-yan-nonbeing-ground-of-being,relation,density-negative-38-chen-liang-dao-within-things-affairs-he-yan-nonbeing-ground-of-being,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-39-wang-chong-spontaneous-generation-dong-zhongshu-heaven-warns-ruler,relation,density-negative-39-wang-chong-spontaneous-generation-dong-zhongshu-heaven-warns-ruler,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-40-wang-chong-dead-lack-awareness-ge-hong-immortality-learnable,relation,density-negative-40-wang-chong-dead-lack-awareness-ge-hong-immortality-learnable,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable,relation,density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,relation,density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,relation,density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,relation,density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,relation,density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,relation,density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,relation,density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,relation,density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,relation,density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
batch-density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,relation,density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,relation-evidence-and-bilingual-review,accepted-for-publication,codex-negative-density-2026-07-17,2026-07-17,Imported from density-negative-2026-07-17; influence level: conceptual-only,,1
