claim_id,locale,text,explanation,tags,translation_status,translator,reviewer,reviewed_at
zhuangzi-no-fixed-self,en,"The highest freedom loosens attachment to a fixed self, achievement, and reputation.","No-self, no-achievement, and no-name release possessive identifications that constrain wandering at ease.",no-self;wandering at ease;reputation,reviewed,,phase1-editorial,2026-07-13
zhuangzi-no-fixed-self,zh-CN,最高的自由要求松开对固定自我、功绩与名声的执着。,无己、无功、无名并非抹除人格，而是解除限定逍遥的占有性认同。,无己;逍遥;名,reviewed,,phase1-editorial,2026-07-13
zhuangzi-ten-thousand-one,en,"From the perspective of equalizing things, heaven and earth arise with me and the myriad things form one.",The position challenges an absolute separation between self and the wider world.,unity of things;equalizing things;heaven and earth,reviewed,,phase1-editorial,2026-07-13
zhuangzi-ten-thousand-one,zh-CN,从齐物的视野看，天地与我并生，万物可以被理解为一体。,这条观点挑战把自我与万物绝对割裂的立场。,万物一体;齐物;天地,reviewed,,phase1-editorial,2026-07-13
zhuangzi-free-easy-wandering,en,Free and easy wandering (xiaoyao) is the state of one who rides upon the truth of heaven and earth and rides the changes of the six qi.,"True freedom does not depend on external things—wealth, fame, power—but on transcending dependence through aligning with the natural transformations of Dao. The perfectly achieved person has no self.",xiaoyao;freedom;wandering,reviewed,,phase1-editorial,2026-07-14
zhuangzi-free-easy-wandering,zh-CN,逍遥游是乘天地之正、御六气之辨、以游无穷者的境界。,真正的自由不依赖于外物——财富、名誉、权力——而是通过顺应道的自然变化来超越依赖。至人无己。,逍遥;自由;游,reviewed,,phase1-editorial,2026-07-14
zhuangzi-skill-cultivation,en,Perfect skill transcends technique: the butcher's blade still finds space after nineteen years because he meets the natural grain.,Cook Ding's butchery illustrates that true mastery goes beyond rules and methods—it becomes a spontaneous harmony with the inherent patterns of things. This is not just technique but a way of being in the world.,skill;spontaneity;natural pattern,reviewed,,phase1-editorial,2026-07-14
zhuangzi-skill-cultivation,zh-CN,庖丁解牛十九年而刀刃若新发于硎，因其依乎天理、因其固然。,庖丁解牛的寓言说明真正的精通超越了规则与方法——它变成了与事物本然纹理的自发和谐。这不仅是技艺，更是一种在世的方式。,技;自然;天理,reviewed,,phase1-editorial,2026-07-14
zhuangzi-life-death,en,Life and death are one continuous transformation; to rejoice in one and lament the other is to fail to understand Dao.,"Zhuangzi's wife's death and his drum-singing illustrate that death is simply a return, another phase in the ceaseless transformation of things. The sage accepts both birth and death with equanimity.",life and death;transformation;equanimity,reviewed,,phase1-editorial,2026-07-14
zhuangzi-life-death,zh-CN,生死是一条连续不息的变化之流；悦生恶死，即是不通乎命。,庄子妻死鼓盆而歌的故事说明，死不过是归，是万物不息转化中的又一阶段。圣人对生死都安然接受。,生死;物化;安命,reviewed,,phase1-editorial,2026-07-14
gaozi-life-is-nature,en,The endowment one has in being alive is human nature; nature is defined first by native life-endowment rather than being morally classified as good or bad in advance.,"The second sentence gives the minimal interpretation of 'life is what is called nature' in the Mengzi-Gaozi debate, without importing Mengzi's rebuttal into Gaozi's position.",human nature;life as nature;native endowment;good and bad,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
gaozi-life-is-nature,zh-CN,人的生而具有的生命禀赋就是“性”；性首先按生命的自然禀赋来界定，而不是预先按道德善恶界定。,后半句是对“生之谓性”在孟告论辩中的最低限度解释，不把孟子的反驳反写成告子的立场。,人性;生之谓性;自然禀赋;善恶,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
xu-xing-ruler-shares-labor,en,A worthy ruler should obtain food by farming alongside the people and govern while personally participating in productive labor.,The claim rejects a division of labor in which rulers withdraw entirely from production and live solely from exactions; it is central to Xu Xing's Agrarian political economy.,shared farming;labor;ruler;Agrarianism,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
xu-xing-ruler-shares-labor,zh-CN,贤明统治者应当与百姓共同耕作以取得食物，并在参与生产劳动的同时治理国家。,该主张否定统治者完全脱离生产、单靠征取供养的分工模式，是许行农家政治经济观的核心。,并耕;劳动;统治者;农家,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
shen-dao-follow-necessity,en,"One should relinquish self-assertive knowledge and ego-centered judgment, following the unavoidable course of things.",'All under Heaven' summarizes Shen Dao's way as discarding knowledge and self while following necessity; the claim preserves these two interdependent elements.,discard knowledge and self;necessity;following tendencies;non-assertion,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
shen-dao-follow-necessity,zh-CN,应当舍弃自作聪明和以自我为中心的判断，顺随事物不可避免的趋势。,《天下》把慎到的道路概括为“弃知去己”与“缘不得已”；该命题只保留这两个相互依存的部分。,弃知去己;不得已;顺势;无主观成见,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
zou-yan-five-virtues-historical-succession,en,"Political history changes with the succession of the Five Virtues, and each age has forms of governance and portents appropriate to its prevailing virtue.","The claim comes from Sima Qian's early summary of Zou Yan's Five Virtues succession theory, which joins cosmological classification, historical periodization, and political legitimacy.",Five Virtues succession;dynastic change;portents;historical cycle,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
zou-yan-five-virtues-historical-succession,zh-CN,历史政权随五德转移而更替，不同时代各有与其德运相适应的治理方式和征兆。,该命题来自司马迁对邹衍五德终始论的早期概括；它把宇宙分类、历史分期与政治正当性连接起来。,五德终始;朝代更替;符应;历史循环,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
gongsun-long-white-horse-not-horse,en,"'White horse' and 'horse' impose different nominal conditions: requesting a horse leaves color open, whereas requesting a white horse specifies whiteness; therefore their denotations are not simply identical.",The claim preserves the discourse's semantic distinction rather than misreading it as denying that white horses belong to the class of horses.,white horse;names and actuality;extension;qualification,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
gongsun-long-white-horse-not-horse,zh-CN,“白马”与“马”具有不同的名义条件：求马不限定颜色，求白马则限定白色，因此白马不能与马这一名称所指完全等同。,节点保留论证的语义区分，而不是把“白马非马”误读成白马不属于马类。,白马非马;名实;外延;限定条件,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
xunzi-nature-transformation,en,"Untrained human tendencies do not by themselves yield goodness; goodness comes through learning, ritual, and deliberate transformation.",The account locates moral achievement in accumulated conscious activity rather than uncultivated nature.,human nature;deliberate transformation;cultivation,reviewed,,phase1-editorial,2026-07-13
xunzi-nature-transformation,zh-CN,人的自然倾向本身不足以成善，善来自学习、礼义和有意识的塑造。,性恶论把道德成就归于人为的积累和转化，而不是未经培养的本性。,性恶;化性起伪;修养,reviewed,,phase1-editorial,2026-07-13
xunzi-ritual-order,en,"Ritual regulates and distributes desire, organizing emotional needs into a sustainable social order.","The theory of ritual does not merely suppress desire; it gives institutional form to resources, roles, and emotional expression.",ritual;desire;order,reviewed,,phase1-editorial,2026-07-13
xunzi-ritual-order,zh-CN,礼通过节制和分配欲望，把情感需要组织成可持续的社会秩序。,礼论并非单纯压抑欲望，而是以制度化形式调节资源、等级与情感表达。,礼;欲望;秩序,reviewed,,phase1-editorial,2026-07-13
xunzi-heaven-constant,en,"Heaven follows constant patterns, persisting independently of good or bad rulers.",The account distinguishes natural processes from political success and asks humans to understand and use regularities.,constant heaven;nature;government,reviewed,,phase1-editorial,2026-07-13
xunzi-heaven-constant,zh-CN,天的运行有其常则，不因贤君存在，也不因暴君而停止。,天论把自然过程与人间政治成败区分开，并要求人理解和利用规律。,天行有常;自然;政治,reviewed,,phase1-editorial,2026-07-13
xunzi-encouragement-learning,en,"Learning never ceases; the gentleman transforms himself through accumulated study, just as blue dye comes from indigo but is bluer.","For Xunzi, human nature requires transformation through education and ritual. Learning is not just acquiring knowledge—it is reshaping character through persistent, cumulative effort.",learning;self-transformation;education,reviewed,,phase1-editorial,2026-07-14
